火	水	風	土	光	闇	MAP名
0	0	0	0	0	0	ギルド攻城戦フィールド
0	0	0	0	0	0	ギルド攻城戦フィールド
0	0	0	0	0	0	ギルド攻城戦フィールド
0	0	0	0	0	0	ギルド攻城戦フィールド
0	0	0	0	0	0	ギルド攻城戦フィールド
0	0	0	0	0	0	ギルド攻城戦フィールド
0	0	0	0	0	0	ギルド攻城戦フィールド
0	0	0	0	0	0	ギルド攻城戦フィールド
0	0	0	0	0	0	ギルド攻城戦フィールド
0	0	0	0	0	0	ギルド攻城戦フィールド
0	0	0	0	0	0	ギルド攻城戦フィールド
0	0	0	0	0	0	ギルド攻城戦フィールド
0	0	0	0	0	0	ギルド攻城戦フィールド
0	0	0	0	0	0	ギルド攻城戦フィールド
0	0	0	0	0	0	ギルド攻城戦フィールド
0	0	0	0	0	0	ギルド攻城戦フィールド
0	0	0	0	0	0	ギルド攻城戦フィールド
0	0	0	0	0	0	ギルド攻城戦フィールド
0	0	0	0	0	0	ギルド攻城戦フィールド
0	0	0	0	0	0	ギルド攻城戦フィールド
0	0	0	0	0	0	ギルド攻城戦フィールド
0	0	0	0	0	0	ギルド攻城戦フィールド
0	0	0	0	0	0	ギルド攻城戦フィールド
0	0	0	0	0	0	[ランク1]ギルドホール
0	0	0	0	0	0	ギルドホール
0	0	0	0	0	0	ギルドホール
0	0	0	0	0	0	ギルドホール
0	0	0	0	0	0	ギルドホール
0	0	0	0	0	0	ギルドホール
0	0	0	0	0	0	ギルドホール
0	0	0	0	0	0	ギルドホール
0	0	0	0	0	0	ギルドホール
0	0	0	0	0	0	ギルドホール
0	0	0	0	0	0	ギルドホール
0	0	0	0	0	0	ギルドホール
0	0	0	0	0	0	ギルドホール
0	0	0	0	0	0	ギルドホール
0	0	0	0	0	0	ギルドホール
0	0	0	0	0	0	ギルドホール
0	0	0	0	0	0	ギルドホール
0	0	0	0	0	0	ギルドホール
0	0	0	0	0	0	ギルドホール
0	0	0	0	0	0	ギルドホール
0	0	0	0	0	0	ギルドホール
0	0	0	0	0	0	ギルドホール
0	0	0	0	0	0	ギルドホール
0	0	0	0	0	0	ギルドホール
0	0	0	0	0	0	ギルドホール
0	0	0	0	0	0	ギルドホール
0	0	0	0	0	0	ギルドホール
0	0	0	0	0	0	ギルドホール
0	0	0	0	0	0	ギルドホール
0	0	0	0	0	0	ギルドホール
0	0	0	0	0	0	ギルドホール
0	0	0	0	0	0	ギルドホール
0	0	0	0	0	0	ギルドホール
0	0	0	0	0	0	ギルドホール
0	0	0	0	0	0	ギルドホール
0	0	0	0	0	0	ギルドホール
0	0	0	0	0	0	ギルドホール
0	0	0	0	0	0	ギルドホール
0	0	0	0	0	0	イベントマップ
0	0	0	0	0	0	ギルドホール
0	0	0	0	0	0	シーフ士官学校
0	0	0	0	0	0	ギルドホール
0	0	0	0	0	0	ギルドホール
0	0	0	0	0	0	イベントフィールド
0	0	0	0	0	0	Noname Map 02
0	0	0	0	0	0	Noname Map 02
0	0	0	0	0	0	○ / ×　クイズ　マップ
85	85	55	35	60	60	バヘル大河 / ２粒の涙
50	90	80	55	50	50	デフヒルズ / 砂漠の遺跡
75	75	75	35	80	40	エルベルグ山脈 / 岩の谷
0	0	0	0	0	0	ソゴム山脈 / 赤い丘
50	60	70	70	50	50	ナラダ平原 / ２つの丘
85	85	55	35	60	60	バヘル大河 / ２粒の涙
50	90	80	55	50	50	デフヒルズ / 砂漠の遺跡
75	75	75	35	80	40	エルベルグ山脈 / 岩の谷
0	0	0	0	0	0	ソゴム山脈 / 赤い丘
45	45	45	45	45	45	廃墟スバイン要塞
0	0	0	0	0	0	ケルチ大橋の決戦場
0	0	0	0	0	0	地下監獄の決戦場
0	0	0	0	0	0	ビガプールの決戦場
0	0	0	0	0	0	栄光の決戦場
0	0	0	0	0	0	砂嵐の決戦場
0	0	0	0	0	0	[ランク2]ギルドホール
0	0	0	0	0	0	[ランク2]ギルドホール
0	0	0	0	0	0	[ランク2]ギルドホール
0	0	0	0	0	0	[ランク3]ギルドホール
0	0	0	0	0	0	[ランク3]ギルドホール
0	0	0	0	0	0	[ランク4]ギルドホール
0	0	0	0	0	0	[ランク4]ギルドホール
0	0	0	0	0	0	[ランク5]ギルドホール
